Befehl:,soll SKR03,haben SKR03,profit center, ,Betreff,Betrag (brutto),"Zuordnung
Mnt",Buchungstag Wertstellung,"0,00 €",grün ist okay,BW,AN,RW,JM,KR,IK,SR,Extern,Rest
GWSteuer,4320,1200,K,,"SEPA-Basislastschrift
STEUERKASSE HAMBURG
STEUERNR 048/638/01147 GEW.
ST 2VJ.17","5.160,00 €",2017-05,18.05.2017,"171.344,39 €",,,,,,,,,,
ER,,,K,,Mastercard 2017-05,"800,70 €",2017-05,22.05.2017,"170.543,69 €",,,,,,,,,,
SKR03,1200,900,AN,,Haftungseinlage AN,"500,00 €",2017-05,22.05.2017,"171.043,69 €",,,,,,,,,,
SKR03,1200,900,JM,,Haftungseinlage JM,"500,00 €",2017-05,22.05.2017,"171.543,69 €","171.543,69 €",,,,,,,,,
ER,,,JM,,Congstar,"51,63 €",2017-05,23.05.2017,"171.492,06 €",,,,,,,,,,
AR,,,JM,,"picue, März, globe4go-032017","25.382,94 €",2017-03,24.05.2017,"196.875,00 €",,,,"15.187,50 €","6.075,00 €",,,,,"67,70 €"
ER,,,AN,,Belegabrechnung AN 2017-05,"654,71 €",2017-05,25.05.2017,"196.220,29 €",,,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
AMAZON EU S.A R.L., NIEDERLASSUNG DEUTSCHLAND
306-9866201-3249101 Amazon.
de 2993351800506000","31,99 €",2017-05,26.05.2017,"196.188,30 €",,,,,,,,,,
ER,,,K,,"Kontoführung
Abrechnung vom 31.05.2017","17,66 €",2017-05,30.05.2017,"196.170,64 €",,,,,,,,,,
AR,,,JM,,"Hanseatic Bank 20170502, RN_20170508 - Rechnung","37.604,60 €",2017-04,30.05.2017,"233.775,24 €",,,"14.175,00 €",,"11.587,50 €",,,,,"5.838,00 €"
ER,,,K,,"Dauer-Euro-Überweisung
hauptsache.net GmbH
Miete Büro kommitment
Dauerauftrag: 1","824,78 €",2017-06,01.06.2017,"232.950,46 €",,,,,,,,,,
ER,,,K,,"Internet-Euro-Überweisung
Ralf Wirdemann
BIC:INGDDEFFXXX
IBAN:DE82500105175401478930
Datum: 02.06.17 Zeit: 09:50
UFT 0020630894 TAN 975525
Belegabrechnung RW 052017","226,09 €",2017-05,2.6.2017,"232.724,37 €",,,,,,,,,,
GV,,,AN,,Kommanditistenentnahme 2017-06,"6.000,00 €",2017-06,2.6.2017,"226.724,37 €",,,,,,,,,,
AR,,,AN,,moebel.de,"1.071,00 €",2017-05,2.6.2017,"227.795,37 €",,,"900,00 €",,,,,,,"0,00 €"
SKR03,1200,900,RW,,Haftungseinlage RW,"500,00 €",2017-06,2.6.2017,"228.295,37 €",,,,,,,,,,
GV,,,JM,,Kommanditistenentnahme 2017-06,"6.000,00 €",2017-06,2.6.2017,"222.295,37 €",,,,,,,,,,
GV,,,RW,,Kommanditistenentnahme 2017-06,"6.000,00 €",2017-06,2.6.2017,"216.295,37 €",,,,,,,,,,
ER,,,K,,RKA-JM-20170517-Breuninger,"214,28 €",2017-05,6.6.2017,"216.081,09 €",,,,,,,,,,
ER,,,K,,RKA-JM-20170512-JAX,"263,30 €",2017-05,6.6.2017,"215.817,79 €",,,,,,,,,,
ER,,,K,,RKA-JM-20170504-bild,"358,15 €",2017-05,6.6.2017,"215.459,64 €",,,,,,,,,,
ER,,,K,,RKA-JM-20170504-Breuninger,"462,34 €",2017-05,6.6.2017,"214.997,30 €",,,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
YOLK DANKT MITE.YO.LK
SLV6496968712 04.06 03.29 Y
olk dankt mite.yo.lk 201706
-28399-314713","5,00 €",2017-05,7.6.2017,"214.992,30 €",,,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
vcomtec UG (haftungsbeschraenkt)
RgNr 2969 vom 19.05.2017 Vi
elen Dank, Wolkesicher","4,99 €",2017-05,12.6.2017,"214.987,31 €",,,,,,,,,,
ER,,,K,,"bild.de, Christopher Blum","4.971,70 €",2017-05,13.6.2017,"210.015,61 €",,,,,,,,,,
ER,,,K,,"Elena shalman-Ploy, Rechnung Nr. berenberg_2017_001","8.901,20 €",2017-05,13.06.2017,"201.114,41 €",,,,,,,,,,
ER,,,K,,"Thiemer & Ralf, 10745-013","190,40 €",2017-06,13.06.2017,"200.924,01 €","200.924,01 €",,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
GLS Gemeinschaftsbank eG
MASTERCARD Abrechnung DR. J
OHANNES MAINUSCH
--> MAcBook Anlage, 2249,-€","2.249,00 €",2017-06,13.6.2017,"198.675,01 €",,,,,,,,,,
SKR03,410,4200,K,,Mac Book Ben ,"1.889,92 €",2017-06,13.6.2017,"198.675,01 €",,,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
miete mindspace Germany GmbH
RNR 201702055 Kto. 10516","2.449,02 €",2017-06,13.6.2017,"196.225,99 €",,,,,,,,,,
ER,,,K,,BEGO- Sven Röpstorff,"13.328,00 €",2017-05,14.6.2017,"182.897,99 €",,,,,,,,,,
AR,,,JM,,"Prosoz, Herten","1.428,00 €",2017-05,14.06.2017,"184.325,99 €",,,,,"1.200,00 €",,,,,"0,00 €"
ER,,,RW,,"SEPA-Basislastschrift
Drillisch Online AG
C2103104 U191316294 B246774
077 WINSIM B2C.DE","16,99 €",2017-06,14.06.2017,"184.309,00 €","184,309,00",,,,,,,,,
AR,,,JM,,"Berenberg, Elena, RN_20170601-01-Elena","11.126,50 €",2017-05,15.06.2017,"195.435,50 €",,,,,,,,,"9.350,00 €","0,00 €"
UstVZ,,,K,,"SEPA-Basislastschrift
STEUERKASSE HAMBURG
STEUERNR 048/638/01147 UMS.
ST APR.17 13.647,97EUR","13.647,97 €",2017-04,16.06.2017,"181.787,53 €",,,,,,,,,,
AR,,,JM,,BEGO- RN_20170602-02-Sven,"16.660,00 €",2017-05,16.06.2017,"198.447,53 €",,,,,,,,,"14.000,00 €","0,00 €"
ER,,,AN,,"SEPA-Basislastschrift
Telekom Deutschland GmbH
MOBILFUNK KUNDENKONTO 00004
7280704 0020881912012641/05
.06.17","56,43 €",2017-06,19.06.2017,"198.391,10 €",,,,,,,,,,
AR,,,JM,,"BEGO, Susanne Bartel, RN_20170613-01-Susanne","7.965,56 €",2017-05,20.06.2017,"206.356,66 €",,,,,,,,,"6.693,75 €","0,00 €"
AR,,,JM,,"HB, RN_20170604-01","29.090,15 €",2017-05,20.06.2017,"235.446,81 €",,,"11.756,25 €",,"7.425,00 €",,,,"5254,3","9,95 €"
ER,,,K,,"BEGO, Jutta Eckstein, rng170610","20.081,25 €",2017-05,21.6.2017,"215.365,56 €",,,,,,,,,,
ER,,,K,,Abrechnung Kreditkarte  Mastercard,"120,41 €",2017-06,22.06.2017,"215.245,15 €",,,,,,,,,,
ER,,,JM,,Congstar,"52,27 €",2017-06,26.06.2017,"215.192,88 €",,,,,,,,,,
ER,,,AN,,Rückflug Breuninger-Termin 20170627,"159,99 €",2017-06,26.06.2017,"215.032,89 €",,,,,,,,,,
ER,,,K,,"Susanne Bartel, Re-2017-19","6.372,45 €",2017-05,27.06.2017,"208.660,44 €",,,,,,,,,,
ER,,,AN,,t3n Abo,"35,00 €",2017-05,29.06.2017,"208.625,44 €",,,,,,,,,,
ER,,,AN,,Belegabrechnung 2017-06 AN,"205,74 €",2017-06,29.06.2017,"208.419,70 €",,,,,,,,,,
ER,,,K,,"PairProgramming Cioach Arne Blankerts, 91425-kommitment-2017-06-19","3.612,84 €",2017-06,29.06.2017,"204.806,86 €",,,,,,,,,,
ER,,,JM,,1und1,"9,90 €",2017-06,30.06.2017,"204.796,96 €",,,,,,,,,,
ER,,,K,,"ZInsen/Kontoführung
","17,90 €",2017-06,30.06.2017,"204.779,06 €",,,,,,,,,,
ER,,,RW,,Belegabrechnung 2017-06 RW,"28,09 €",2017-06,30.06.2017,"204.750,97 €",,,,,,,,,,
ER,,,K,,"Ben Wiedenmann, HBSL Juni","3.000,00 €",2017-06,30.06.2017,"201.750,97 €",,,,,,,,,,
AR,,,JM,,"Breuninger, RN_20170502-03","12.867,86 €",2017-04,30.06.2017,"214.618,83 €",,,"3.701,98 €",,"7.111,35 €",,,,,"0,00 €"
ER,,,K,,"hauptsache.net, Miete","824,78 €",2017-07,03.07.2017,"213.794,05 €",,,,,,,,,,
GV,,,RW,,Kommanditistenentnahme 2017-07,"6.000,00 €",2017-07,4.7.2017,"207.794,05 €",,,,,,,,,,
GV,,,AN,,Kommanditistenentnahme 2017-07,"6.000,00 €",2017-07,4.7.2017,"201.794,05 €",,,,,,,,,,
GV,,,JM,,Kommanditistenentnahme 2017-07,"6.000,00 €",2017-07,4.7.2017,"195.794,05 €",,,,,,,,,,
AR,,,JM,,Thalia,"414,58 €",2017-03,04.07.2017,"196.208,63 €",,,,,"42,00 €",,,,,"306,39 €"
AR,,,JM,,bild.de RN_20170603-02,"20.027,94 €",2017-05,04.07.2017,"216.236,57 €",,,,"6.900,00 €","4.300,00 €",,,,"5.630,00 €","0,20 €"
ER,,,K,,miete mindspace Miete,"3.498,60 €",2017-07,05.07.2017,"212.737,97 €",,,,,,,,,,
AR,,,K,,RN_20170405-picue,"24.409,88 €",2017-04,05.07.2017,"237.147,85 €",,,,"13.500,00 €","7.012,05 €",,,,,"0,45 €"
AR,,,K,,"picue, RN_20170604-02","16.823,63 €",2017-05,05.07.2017,"253.971,48 €",,,,"9.562,50 €","4.575,00 €",,,,,"0,00 €"
ER,,,K,,"SEPA-Basislastschrift
vcomtec UG (haftungsbeschraenkt)
RgNr 3006 vom 18.06.2017 Vi
elen Dank, Wolkesicher","4,99 €",2017-06,06.07.2017,"253.966,49 €",,,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
YOLK DANKT MITE.YO.LK
SLV6572507563 04.07 03.28 Y
olk dankt mite.yo.lk 201707
-28399-319089","5,00 €",2017-06,06.07.2017,"253.961,49 €",,,,,,,,,,
AR,,,JM,,"CEWE Austausch, RN_20170602-01","2.975,00 €",2017-05,06.07.2017,"256.936,49 €",,,,,"2.500,00 €",,,,,"0,00 €"
AR,,,K,,"RN_20170704, Globe4Go","11.781,00 €",2017-06,06.07.2017,"268.717,49 €",,,,"9.900,00 €",,,,,,"0,00 €"
ER,,,RW,,"Drillisch, WinSim","16,99 €",2017-07,10.7.2017,"268.700,50 €",,,,,,,,,,
AR,,,AN,,moebel.de,"1.071,00 €",2017-06,11.7.2017,"269.771,50 €",,,"900,00 €",,,,,,,"0,00 €"
AR,,,JM,,"Berenberg, Jutta Eckstein, RN_20170706-01-Jutta","9.237,38 €",2017-06,11.7.2017,"279.008,88 €",,,,,,,,,"7.762,50 €","0,00 €"
ER,,,K,,"Thiemer & Ralf, Thiemer & Ralf, 10745-014","190,40 €",2017-07,11.7.2017,"278.818,48 €",,,,,,,,,,
ER,,,K,,"Thiemer & Ralf, 10745-012","1.228,91 €",2017-07,11.7.2017,"277.589,57 €",,,,,,,,,,
ER,,,K,,"Thiemer & Ralf, 10745-011 - TR-GmbH Co KG-Jahresabschluss -  gegen 2250€ Rückstellung buchen","2.218,28 €",2017-07,11.7.2017,"275.371,29 €",,,,,,,,,,
SKR03,965,4957,K,,"Auflösung Rückstellungsdifferenz Jahresabschluss, 2250€ - 
 (alles netto)","2.250,00 €",2017-07,11.7.2017,"275.371,29 €",,,,,,,,,,
AR,,,JM,,"Berenberg, Sven Röpstorff, RN_20170706-03-Sven.pdf","11.505,81 €",2017-06,11.7.2017,"286.877,10 €",,,,,,,,,"9.668,75 €","0,00 €"
AR,,,JM,,"Berenberg_2017_002, Elena Shalman-Ploj","15.708,00 €",2017-06,11.7.2017,"302.585,10 €",,,,,,,,,"13.200,00 €","0,00 €"
ER,,,K,,"Berenberg_2017_002, Elena Shalman-Ploj","12.566,40 €",2017-06,13.07.2017,"290.018,70 €",,,,,,,,,,
UstVZ,,,K,,"SEPA-Basislastschrift
STEUERKASSE HAMBURG
STEUERNR 048/638/01147 UMS.
ST MAI 17 9.377,13EUR","9.377,13 €",2017-05,14.7.2017,"280.641,57 €",,,,,,,,,,
SKR03,1200,1600,JM,,"Thalia, doppelt bezahlt, verbuchen auf 1600 Verbindlichkeiten aus Lieferung und Leistung","414,58 €",2017-03,14.07.2017,"281.056,15 €","290.433,28 €",,,,"42,00 €",,,,,
ER,,,K,,"Berenberg, Sven R., 2017.07.01 Kommitment - Invoice 5666010","9.204,65 €",2017-06,14.07.2017,"271.851,50 €",,,,,,,,,,
ER,,,K,,"Berenberg, Jutta Eckstein, rng170713","7.693,35 €",2017-06,17.7.2017,"264.158,15 €",,,,,,,,,,
ER,,,AN,,Telekom,"67,04 €",2017-07,17.7.2017,"264.091,11 €",,,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
Handelskammer Hamburg
16.06.2017 135.00 61103842","135,00 €",2017-07,17.7.2017,"263.956,11 €",,,,,,,,,,
ER,,,K,,"2017.06.07-bild.de, RKA Johannes","232,70 €",2017-06,21.7.2017,"263.723,41 €",,,,,,,,,,
ER,,,K,,"Belege-2017-05-JM.pdf, RKA Johannes","1.539,63 €",2017-06,21.7.2017,"262.183,78 €",,,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
GLS Gemeinschaftsbank eG
MASTERCARD Abrechnung DR. J
OHANNES MAINUSCH","273,32 €",2017-07,21.7.2017,"261.910,46 €",,,,,,,,,,
ER,,,K,,RKA-JM-Belege-Breuninger-2017-06.pdf,"530,09 €",2017-07,21.7.2017,"261.380,37 €",,,,,,,,,,
AR,,,JM,,"Breuninger, RN_20170603-01","20.011,10 €",2017-05,21.07.2017,"281.391,47 €",,,"5.950,00 €",,"7.525,00 €",,,,,"3.341,05 €"
ER,,,RW,,RW,"8,21 €",2017-07,24.7.2017,"281.383,26 €","281.323,26 €",,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift
GLS Gemeinschaftsbank eG
GLS Beitrag 2017, weitere I
nfos unter www.gls.de/beitr
ag KDNR: 20630958","60,00 €",2017-07,24.7.2017,"281.323,26 €",,,,,,,,,,
ER,,,JM,,"SEPA-Basislastschrift
congstar GmbH
Kundennummer 2203095056/RG
7204675310 vom 17.07.17","79,91 €",2017-07,24.7.2017,"281.243,35 €",,,,,,,,,,
ER,,,K,,RKA_JM_20170720-Prosoz,"306,30 €",2017-07,24.7.2017,"280.937,05 €",,,,,,,,,,
ER,,,JM,,1u1 Telecom GmbH,"9,90 €",2017-07,25.7.2017,"280.927,15 €",,,,,,,,,,
Gehalt,,,BW,,Gehalt Ben 2017-07,"3.869,65 €",2017-07,26.7.2017,"277.057,50 €",,,,,,,,,,
ER,,,K,,Kontoführung,"18,37 €",2017-07,31.7.2017,"277.039,13 €",,,,,,,,,,
ER,,,K,,Belegabrechung 2017-07 AN,"393,40 €",2017-07,31.7.2017,"276.645,73 €",,,,,,,,,,
AR,,,JM,,"BEGO, Susanne Bartel, Juni 2017","11.505,81 €",2017-07,31.7.2017,"288.151,54 €",,,,,,,,,"9.668,74 €","0,01 €"
ER,,,K,,hauptsache.net GmbH,"824,78 €",2017-08,1.8.2017,"287.326,76 €",,,,,,,,,,
ER,,,K,,"Sitegeist, EOS Moderation Gina Steiner","3.808,00 €",2017-07,02.08.2017,"283.518,76 €",,,,,,,,,,
AR,,,JM,,"Bild.de, RN_20170706-05","1.666,64 €",2017-06,02.08.2017,"285.185,40 €",,,,,"1.200,00 €",,,,,"200,54 €"
ER,,,RW,,hetzner,"468,10 €",2017-08,3.8.2017,"284.717,30 €",,,,,,,,,,
GV,,,AN,,Kommanditistenentnahme 2017-08,"6.000,00 €",2017-08,3.8.2017,"278.717,30 €",,,,,,,,,,
GV,,,JM,,Kommanditistenentnahme 2017-08,"6.000,00 €",2017-08,3.8.2017,"272.717,30 €",,,,,,,,,,
GV,,,RW,,Kommanditistenentnahme 2017-08,"6.000,00 €",2017-08,3.8.2017,"266.717,30 €",,,,,,,,,,
AR,,,JM,,"BEGO, Jutta Eckstein","24.097,50 €",2017-05,3.8.2017,"290.814,80 €","309.282,90 €",,,,,,,,"20.250,00 €","0,00 €"
ER,,,K,,"Anwalt, Arbeitsvertrag","1.237,60 €",2017-07,4.8.2017,"289.577,20 €",,,,,,,,,,
SV-Beitrag,,,BW,,"KKH, Ben","1.385,10 €",2017-07,4.8.2017,"288.192,10 €",,,,,,,,,,
ER,,,RW,,"13,99 mit 6000€ Fehlbuchung","13,99 €",2017-08,4.8.2017,"288.178,11 €",,,,,,,,,,
GV,,,RW,,"13,99 mit 6000€ Fehlbuchung","5.986,01 €",2017-08,4.8.2017,"282.192,10 €",,,,,,,,,,
ER,,,K,,miete mindspace,"3.498,60 €",2017-08,7.8.2017,"278.693,50 €",,,,,,,,,,
AR,,,JM,,Hanseatic Bank RN_20170704-04,"32.348,07 €",2017-06,7.8.2017,"311.041,57 €",,,"2.475,00 €",,"10.743,75 €",,,,"13.964,50 €","0,00 €"
AR,,,JM,,BB Sven,"15.217,24 €",2017-07,8.8.2017,"326.258,81 €",,,,,,,,,"12.787,60 €","0,00 €"
AR,,,JM,,BB Jutta,"20.415,94 €",2017-07,8.8.2017,"346.674,75 €",,,,,,,,,"17.156,25 €","0,00 €"
AR,,,JM,,BB Elena,"11.781,00 €",2017-07,8.8.2017,"358.455,75 €",,,,,,,,,"9.900,00 €","0,00 €"
ER,,,K,,mite,"20,00 €",2017-08,8.8.2017,"358.435,75 €",,,,,,,,,,
AR,,,K,,Globe4Go,"10.174,50 €",2017-07,8.8.2017,"368.610,25 €",,,,"8.550,00 €",,,,,,"0,00 €"
GV,,,RW,,"13,99 mit 6000€ Fehlbuchung - Rücküberweisung","-5.986,01 €",2017-08,8.8.2017,"374.596,26 €",,,,,,,,,,
ER,,,RW,,Belegabrechnung Reisekosten BB,"199,68 €",2017-08,9.8.2017,"374.396,58 €",,,,,,,,,,
ER,,,RW,,Winsim,"16,99 €",2017-08,10.8.2017,"374.379,59 €",,,,,,,,,,
ER,,,AN,,Wolkesicher,"4,99 €",2017-08,10.8.2017,"374.374,60 €",,,,,,,,,,
AR,,,AN,,Bäckerei Günther,"2.856,00 €",2017-07,10.8.2017,"377.230,60 €",,,"1.600,00 €",,"800,00 €",,,,,"0,00 €"
AR,,,JM,,Prosoz,"5.175,10 €",2017-07,10.8.2017,"382.405,70 €",,,"2.000,00 €",,"2.000,00 €",,,,,"348,82 €"
ER,,,K,,"Elena Shalman-Ploj, BB","10.281,60 €",2017-07,11.8.2017,"372.124,10 €",,,,,,,,,,
AR,,,JM,,"Breuninger, RN_20170710-01.pdf","11.508,93 €",2017-07,11.8.2017,"383.633,03 €",,,"2.275,00 €",,"6.693,75 €",,,,,"702,62 €"
AR,,,K,,Wer-liefert-was,"6.753,25 €",2017-07,11.8.2017,"390.386,28 €",,"5.675,00 €",,,,,,,,"0,00 €"
ER,,,K,,"Sven Roepstorff, BB","12.228,86 €",2017-07,13.8.2017,"378.157,42 €",,,,,,,,,,
ER,,,RW,,Belegabrechnung RW 08 2017 02,"17,15 €",2017-08,14.8.2017,"378.140,27 €",,,,,,,,,,
ER,,,RW,,Belegabrechnung RW 08 2017 02 --> AnlageSamsung Galaxy S8,"695,47 €",2017-08,14.8.2017,"377.444,80 €",,,,,,,,,,
SKR03,410,4200,K,,Samsung Galax S8  ,"584,43 €",2017-08,14.8.2017,"377.444,80 €",,,,,,,,,,
ER,,,K,,"Jutta Eckstein, BB","17.011,05 €",2017-07,14.8.2017,"360.433,75 €",,,,,,,,,,
AR,,,JM,,BB JM + RW,"11.873,97 €",2017-07,14.8.2017,"372.307,72 €",,,,"1.137,50 €","8.840,63 €",,,,,"0,00 €"
ER,,,RW,,"Samsung Galax S8 Cover
AMAZON PAYMENTS EUROPE S.C.A.
303-7857911-3217951 Amazon
.Mktplce EU-DE 162598024107
7852","11,98 €",2017-08,15.8.2017,"372.295,74 €",,,,,,,,,,
ER,,,K,,"Rundfunk ARD, ZDF, DRadio
Rundfunk 07.2017 - 09.2017
Beitragsnr. 644272921 Aende
rungen ganz bequem: www.run
dfunkbeitrag.de","17,49 €",2017-08,15.8.2017,"372.278,25 €","372.278,25 €",,,,,,,,,
ER,,,AN,,Telekom,"50,90 €",2017-08,15.8.2017,"372.227,35 €",,,,,,,,,,
UstVZ,,,K,,"STEUERKASSE HAMBURG
STEUERNR 048/638/01147 UMS.
ST JUN.17 ","12.545,21 €",2017-06,16.8.2017,"359.682,14 €",,,,,,,,,,
ER,,,K,,"Thiemer & Ralf, Re. Nr. 10745-015","190,40 €",2017-08,16.8.2017,"359.491,74 €",,,,,,,,,,
AR,,,AN,,moebel.de,"2.766,75 €",2017-07,17.8.2017,"362.258,49 €",,,"2.325,00 €",,,,,,,"0,00 €"
ER,,,K,,"Digitaldeck, Visualisierung","144,59 €",2017-08,18.8.2017,"362.113,90 €",,,,,,,,,,
ER,,,K,,Auslage Ben für Hamburg4 MacBook-Reparatur,"649,00 €",2017-08,18.8.2017,"361.464,90 €",,,,,,,,,,
GWSteuer,4320,1200,K,,"STEUERKASSE HAMBURG
STEUERNR 048/638/01147 GEW.
ST 3VJ.17 5.160,00EUR","5.160,00 €",2017-08,18.8.2017,"356.304,90 €",,,,,,,,,,
ER,,,K,,"BEGO, Susanne Bartel, Re-2017-25","9.204,65 €",2017-07,19.8.2017,"347.100,25 €",,,,,,,,,,
ER,,,K,,"MASTERCARD Abrechnung DR. J
OHANNES MAINUSCH","146,79 €",2017-08,21.8.2017,"346.953,46 €",,,,,,,,,,
AR,,,JM,,Hanseatic Bank,"15.365,58 €",2017-07,22.8.2017,"362.319,04 €",,,"5.568,75 €",,"4.950,00 €",,,,,"2.393,50 €"
ER,,,RW,,"Hetzner Online GmbH
Rechnungsnr.: R0007230178 -
Kundennr.: K0720512117","8,21 €",2017-08,24.8.2017,"362.310,83 €",,,,,,,,,,
ER,,,JM,,"1u1 Telecom GmbH
KD-Nr. K534249484/ RG-Nr. 1
50371942211","93,88 €",2017-08,25.8.2017,"362.216,95 €",,,,,,,,,,
Gehalt,,,BW,,Gehalt Ben 2017-08,"3.869,65 €",2017-08,28.8.2017,"358.347,30 €",,,,,,,,,,
ER,,,K,,"WPS, Erhan für BB","3.160,94 €",2017-08,29.8.2017,"355.186,36 €",,,,,,,,,,
ER,,,K,,"Henrike Kessler, Foto Ben","178,50 €",2017-08,29.8.2017,"355.007,86 €",,,,,,,,,,
SV-Beitrag,,,BW,,"KKH, Ben","1.385,10 €",2017-08,29.8.2017,"353.622,76 €",,,,,,,,,,
AR,,,BW,,EOS,"9.520,00 €",2017-07,29.8.2017,"363.142,76 €",,"4.000,00 €",,,,,,,"4.000,00 €","0,00 €"
AR,,,JM,,"BB, Erhan","3.793,13 €",2017-07,29.8.2017,"366.935,89 €",,,,,,,,,"3.187,50 €","0,00 €"
ER,,,JM,,Congstar,"134,54 €",2017-08,30.8.2017,"366.801,35 €",,,,,,,,,,
ER,,,K,,"Kontoführung
Abrechnung vom 31.08.2017","19,66 €",2017-08,31.8.2017,"366.781,69 €",,,,,,,,,,
ER,,,K,,"Susanne Bartel, BB","7.705,25 €",2017-07,1.9.2017,"359.076,44 €",,,,,,,,,,
ER,,,K,,Belegabrechnung AN 2017-08,"43,00 €",2017-08,1.9.2017,"359.033,44 €",,,,,,,,,,
ER,,,K,,"Auslage Ben, Taxi Prosoz","69,00 €",2017-09,1.9.2017,"358.964,44 €",,,,,,,,,,
ER,,,RW,,Sprachen Europas Liedke,"180,88 €",2017-09,1.9.2017,"358.783,56 €",,,,,,,,,,
ER,,,K,,"hauptsache.net, Miete","824,78 €",2017-09,1.9.2017,"357.958,78 €",,,,,,,,,,
GV,,,RW,,Kommanditistenentnahme 2017-09,"6.000,00 €",2017-09,1.9.2017,"351.958,78 €",,,,,,,,,,
GV,,,AN,,Kommanditistenentnahme 2017-09,"6.000,00 €",2017-09,1.9.2017,"345.958,78 €",,,,,,,,,,
GV,,,JM,,Kommanditistenentnahme 2017-09,"6.000,00 €",2017-09,1.9.2017,"339.958,78 €",,,,,,,,,,
ER,,,K,,"Reisekosten JM, BB","1.641,27 €",2017-09,4.9.2017,"338.317,51 €",,,,,,,,,,
ER,,,RW,,Belegabrechnung RW 2017-08-01,"165,33 €",2017-08,5.9.2017,"338.152,18 €",,,,,,,,,,
ER,,,K,,Miete mindspace,"3.498,60 €",2017-08,5.9.2017,"334.653,58 €",,,,,,,,,,
ER,,,K,,303-1945747-6869143 Amazon,"29,84 €",2017-09,5.9.2017,"334.623,74 €",,,,,,,,,,
ER,,,K,,"Thiemer & Ralf, 10745-010","190,40 €",2017-09,5.9.2017,"334.433,34 €",,,,,,,,,,
ER,,,K,,mite,"20,00 €",2017-09,6.9.2017,"334.413,34 €",,,,,,,,,,
AR,,,JM,,"BB, Susanne","9.631,56 €",2017-07,6.9.2017,"344.044,90 €",,,,,,,,,"8.093,75 €","0,00 €"
AR,,,JM,,"Berenberg, Sven, 2017-08-30-10019","13.796,56 €",2017-08,6.9.2017,"357.841,46 €",,,,,,,,,"11.593,75 €","0,00 €"
ER,,,AN,,"vcomtec UG (haftungsbeschraenkt)
RgNr 3094 vom 17.08.2017 Vi
elen Dank, Wolkesicher","4,99 €",2017-09,7.9.2017,"357.836,47 €",,,,,,,,,,
ER,,,RW,,"Drillisch Online AG
C2103104 U202110424 B256727
570 WINSIM B2C.DE","16,99 €",2017-09,8.9.2017,"357.819,48 €",,,,,,,,,,
ER,,,RW,,RK Herbstcampus 09/2017,"72,00 €",2017-09,8.9.2017,"357.747,48 €",,,,,,,,,,
AR,,,AN,,"Bäckerei Günther, 2017-09-06-10030","833,00 €",2017-08,8.9.2017,"358.580,48 €",,,"700,00 €",,,,,,,"0,00 €"
AR,,,JM,,"SIGS Datacom, 2017-08-30-10018","2.677,50 €",2017-08,8.9.2017,"361.257,98 €",,,,,"2.250,00 €",,,,,"0,00 €"
LNSteuer,,,BW,,"STEUERKASSE HAMBURG
STEUERNR 048/638/01147 LOHN
ST JUL.17 1.511,45EUR","1.511,45 €",2017-07,12.9.2017,"359.746,53 €",,,,,,,,,,
ER,,,K,,"Thiemer & Ralf, 10745-016630","249,90 €",2017-09,12.9.2017,"359.496,63 €",,,,,,,,,,
ER,,,K,,"Elena, BB","20.277,60 €",2017-08,13.9.2017,"339.219,03 €",,,,,,,,,,
ER,,,K,,"Anke Nehrenberg, RKA","194,95 €",2017-09,13.9.2017,"339.024,08 €",,,,,,,,,,
ER,,,K,,Rechnung Sven Röpstorff Berenberg,"11.037,25 €",2017-09,13.9.2017,"327.986,83 €",,,,,,,,,,
ER,,,RW,,"Ralf Wirdemann, RKA?","242,00 €",2017-09,14.9.2017,"327.744,83 €",,,,,,,,,,
LNSteuer,,,BW,,STEUERNR 048/638/01147 LOHN,"1.511,45 €",2017-09,14.9.2017,"326.233,38 €",,,,,,,,,,
GV,,,RW,,Kommanditistenentnahme 2017-09 2,"2.000,00 €",2017-09,14.9.2017,"324.233,38 €",,,,,,,,,,
AR,,,JM,,"Prosoz, 2017-09-01-10026","3.332,00 €",2017-08,14.9.2017,"327.565,38 €",,500,700,,"1.200,00 €",,,,,"400,00 €"
AR,,,JM,,"Berenberg, Elena,  2017-09-01-10020","25.347,00 €",2017-08,14.9.2017,"352.912,38 €",,,,,,,,,"21.300,00 €","0,00 €"
UstVZ,,,K,,STEUERNR 048/638/01147 UMS.,"14.036,84 €",2017-07,15.9.2017,"338.875,54 €",,,,,,,,,,
AR,,,K,,"Wer-liefert-was,  2017-09-01-10024","2.776,67 €",2017-08,15.9.2017,"341.652,21 €",,"2.333,34 €",,,,,,,,"0,00 €"
AR,,,K,,"Wer-liefert-was, 2017-09-01-10025","8.466,85 €",2017-08,15.9.2017,"350.119,06 €",,"7.115,00 €",,,,,,,,"0,00 €"
